+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                                                                                                                       ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; system_inst|acl_iface|mm_interconnect_8|pipe_stage_host_ctrl_s0_rsp_width_adapter                                                                                                                                                                                                                                               ; 119   ; 3              ; 0            ; 3              ; 222    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|rsp_mux                                                                                                                                                                                                                                                                                 ; 224   ; 0              ; 2            ; 0              ; 222    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|rsp_demux                                                                                                                                                                                                                                                                               ; 224   ; 1              ; 2            ; 1              ; 222    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|cmd_mux                                                                                                                                                                                                                                                                                 ; 224   ; 0              ; 2            ; 0              ; 222    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|cmd_demux                                                                                                                                                                                                                                                                               ; 224   ; 1              ; 2            ; 1              ; 222    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|pipe_stage_host_ctrl_s0_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|dc_sub|subtract                                                                                                                                                                            ; 23    ; 1              ; 0            ; 1              ; 11     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|pipe_stage_host_ctrl_s0_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|dc_sub                                                                                                                                                                                     ; 22    ; 11             ; 0            ; 11             ; 11     ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|pipe_stage_host_ctrl_s0_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|db_sub|subtract                                                                                                                                                                            ; 23    ; 1              ; 0            ; 1              ; 11     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|pipe_stage_host_ctrl_s0_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|db_sub                                                                                                                                                                                     ; 22    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|pipe_stage_host_ctrl_s0_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|da_sub|subtract                                                                                                                                                                            ; 23    ; 1              ; 0            ; 1              ; 11     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|pipe_stage_host_ctrl_s0_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|da_sub                                                                                                                                                                                     ; 22    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|pipe_stage_host_ctrl_s0_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|bc_sub|subtract                                                                                                                                                                            ; 23    ; 1              ; 0            ; 1              ; 11     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|pipe_stage_host_ctrl_s0_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|bc_sub                                                                                                                                                                                     ; 22    ; 11             ; 0            ; 11             ; 11     ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|pipe_stage_host_ctrl_s0_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|ac_sub|subtract                                                                                                                                                                            ; 23    ; 1              ; 0            ; 1              ; 11     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|pipe_stage_host_ctrl_s0_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|ac_sub                                                                                                                                                                                     ; 22    ; 11             ; 0            ; 11             ; 11     ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|pipe_stage_host_ctrl_s0_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|ab_sub|subtract                                                                                                                                                                            ; 23    ; 1              ; 0            ; 1              ; 11     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|pipe_stage_host_ctrl_s0_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|ab_sub                                                                                                                                                                                     ; 22    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|pipe_stage_host_ctrl_s0_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min                                                                                                                                                                                            ; 34    ; 0              ; 2            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|pipe_stage_host_ctrl_s0_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_burstwrap_increment                                                                                                                                                                            ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|pipe_stage_host_ctrl_s0_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|align_address_to_size                                                                                                                                                                              ; 40    ; 5              ; 0            ; 5              ; 34     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|pipe_stage_host_ctrl_s0_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter                                                                                                                                                                                                    ; 116   ; 0              ; 1            ; 0              ; 114    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|pipe_stage_host_ctrl_s0_burst_adapter                                                                                                                                                                                                                                                   ; 116   ; 0              ; 0            ; 0              ; 114    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|router_001|the_default_decode                                                                                                                                                                                                                                                           ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|router_001                                                                                                                                                                                                                                                                              ; 115   ; 0              ; 2            ; 0              ; 114    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|router|the_default_decode                                                                                                                                                                                                                                                               ; 0     ; 2              ; 0            ; 2              ; 2      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|router                                                                                                                                                                                                                                                                                  ; 223   ; 2              ; 3            ; 2              ; 222    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|pipe_stage_host_ctrl_s0_agent_rsp_fifo                                                                                                                                                                                                                                                  ; 155   ; 39             ; 0            ; 39             ; 114    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|pipe_stage_host_ctrl_s0_agent|uncompressor                                                                                                                                                                                                                                              ; 53    ; 1              ; 0            ; 1              ; 51     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|pipe_stage_host_ctrl_s0_agent                                                                                                                                                                                                                                                           ; 304   ; 39             ; 38           ; 39             ; 338    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|pcie_rxm_bar0_agent                                                                                                                                                                                                                                                                     ; 414   ; 30             ; 96           ; 30             ; 351    ; 30              ; 30            ; 30              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|pipe_stage_host_ctrl_s0_translator                                                                                                                                                                                                                                                      ; 115   ; 4              ; 14           ; 4              ; 92     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8|pcie_rxm_bar0_translator                                                                                                                                                                                                                                                                ; 325   ; 9              ; 0            ; 9              ; 320    ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_8                                                                                                                                                                                                                                                                                         ; 221   ; 0              ; 0            ; 0              ; 188    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|avalon_st_adapter|error_adapter_0                                                                                                                                                                                                                                                       ; 518   ; 1              ; 2            ; 1              ; 517    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|avalon_st_adapter                                                                                                                                                                                                                                                                       ; 518   ; 0              ; 0            ; 0              ; 517    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|rsp_mux                                                                                                                                                                                                                                                                                 ; 656   ; 0              ; 2            ; 0              ; 654    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|rsp_demux                                                                                                                                                                                                                                                                               ; 656   ; 1              ; 2            ; 1              ; 654    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|cmd_mux                                                                                                                                                                                                                                                                                 ; 656   ; 0              ; 2            ; 0              ; 654    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|cmd_demux                                                                                                                                                                                                                                                                               ; 656   ; 1              ; 2            ; 1              ; 654    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|em_pc_1_avl_in_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|dc_sub|subtract                                                                                                                                                                                     ; 25    ; 1              ; 0            ; 1              ; 12     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|em_pc_1_avl_in_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|dc_sub                                                                                                                                                                                              ; 24    ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|em_pc_1_avl_in_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|db_sub|subtract                                                                                                                                                                                     ; 25    ; 1              ; 0            ; 1              ; 12     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|em_pc_1_avl_in_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|db_sub                                                                                                                                                                                              ; 24    ; 2              ; 0            ; 2              ; 12     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|em_pc_1_avl_in_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|da_sub|subtract                                                                                                                                                                                     ; 25    ; 1              ; 0            ; 1              ; 12     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|em_pc_1_avl_in_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|da_sub                                                                                                                                                                                              ; 24    ; 2              ; 0            ; 2              ; 12     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|em_pc_1_avl_in_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|bc_sub|subtract                                                                                                                                                                                     ; 25    ; 1              ; 0            ; 1              ; 12     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|em_pc_1_avl_in_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|bc_sub                                                                                                                                                                                              ; 24    ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|em_pc_1_avl_in_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|ac_sub|subtract                                                                                                                                                                                     ; 25    ; 1              ; 0            ; 1              ; 12     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|em_pc_1_avl_in_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|ac_sub                                                                                                                                                                                              ; 24    ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|em_pc_1_avl_in_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|ab_sub|subtract                                                                                                                                                                                     ; 25    ; 1              ; 0            ; 1              ; 12     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|em_pc_1_avl_in_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|ab_sub                                                                                                                                                                                              ; 24    ; 2              ; 0            ; 2              ; 12     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|em_pc_1_avl_in_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min                                                                                                                                                                                                     ; 37    ; 0              ; 2            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|em_pc_1_avl_in_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_burstwrap_increment                                                                                                                                                                                     ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|em_pc_1_avl_in_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|align_address_to_size                                                                                                                                                                                       ; 39    ; 5              ; 0            ; 5              ; 37     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|em_pc_1_avl_in_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter                                                                                                                                                                                                             ; 656   ; 0              ; 1            ; 0              ; 654    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|em_pc_1_avl_in_burst_adapter                                                                                                                                                                                                                                                            ; 656   ; 0              ; 0            ; 0              ; 654    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|router_001|the_default_decode                                                                                                                                                                                                                                                           ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|router_001                                                                                                                                                                                                                                                                              ; 655   ; 0              ; 2            ; 0              ; 654    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|router|the_default_decode                                                                                                                                                                                                                                                               ; 0     ; 2              ; 0            ; 2              ; 2      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|router                                                                                                                                                                                                                                                                                  ; 655   ; 2              ; 3            ; 2              ; 654    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|em_pc_1_avl_in_agent_rsp_fifo                                                                                                                                                                                                                                                           ; 695   ; 39             ; 0            ; 39             ; 654    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|em_pc_1_avl_in_agent|uncompressor                                                                                                                                                                                                                                                       ; 53    ; 1              ; 0            ; 1              ; 51     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|em_pc_1_avl_in_agent                                                                                                                                                                                                                                                                    ; 2344  ; 523            ; 518          ; 523            ; 2441   ; 523             ; 523           ; 523             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|clock_cross_kernel_mem_1_m0_agent                                                                                                                                                                                                                                                       ; 1278  ; 32             ; 146          ; 32             ; 1167   ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|em_pc_1_avl_in_translator                                                                                                                                                                                                                                                               ; 1138  ; 4              ; 6            ; 4              ; 1119   ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7|clock_cross_kernel_mem_1_m0_translator                                                                                                                                                                                                                                                  ; 1139  ; 8              ; 0            ; 8              ; 1136   ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_7                                                                                                                                                                                                                                                                                         ; 1133  ; 0              ; 1            ; 0              ; 1119   ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_6|avalon_st_adapter|error_adapter_0                                                                                                                                                                                                                                                       ; 518   ; 1              ; 2            ; 1              ; 517    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_6|avalon_st_adapter                                                                                                                                                                                                                                                                       ; 518   ; 0              ; 0            ; 0              ; 517    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_6|rsp_mux_001                                                                                                                                                                                                                                                                             ; 657   ; 0              ; 2            ; 0              ; 655    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_6|rsp_mux                                                                                                                                                                                                                                                                                 ; 657   ; 0              ; 2            ; 0              ; 655    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_6|rsp_demux                                                                                                                                                                                                                                                                               ; 658   ; 4              ; 2            ; 4              ; 1309   ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_6|cmd_mux|arb|adder                                                                                                                                                                                                                                                                       ; 8     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_6|cmd_mux|arb                                                                                                                                                                                                                                                                             ; 6     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_6|cmd_mux                                                                                                                                                                                                                                                                                 ; 1311  ; 0              ; 0            ; 0              ; 656    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_6|cmd_demux_001                                                                                                                                                                                                                                                                           ; 657   ; 1              ; 2            ; 1              ; 655    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_6|cmd_demux                                                                                                                                                                                                                                                                               ; 657   ; 1              ; 2            ; 1              ; 655    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_6|router_002|the_default_decode                                                                                                                                                                                                                                                           ; 0     ; 2              ; 0            ; 2              ; 2      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_6|router_002                                                                                                                                                                                                                                                                              ; 655   ; 0              ; 2            ; 0              ; 655    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_6|router_001|the_default_decode                                                                                                                                                                                                                                                           ; 0     ; 3              ; 0            ; 3              ; 3      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_6|router_001                                                                                                                                                                                                                                                                              ; 655   ; 3              ; 3            ; 3              ; 655    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_6|router|the_default_decode                                                                                                                                                                                                                                                               ; 0     ; 3              ; 0            ; 3              ; 3      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_6|router                                                                                                                                                                                                                                                                                  ; 655   ; 3              ; 3            ; 3              ; 655    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_6|pipe_stage_ddr3a_iface_s0_agent_rsp_fifo                                                                                                                                                                                                                                                ; 695   ; 39             ; 0            ; 39             ; 654    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_6|pipe_stage_ddr3a_iface_s0_agent|uncompressor                                                                                                                                                                                                                                            ; 53    ; 1              ; 0            ; 1              ; 51     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_6|pipe_stage_ddr3a_iface_s0_agent                                                                                                                                                                                                                                                         ; 2345  ; 523            ; 519          ; 523            ; 2445   ; 523             ; 523           ; 523             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; system_inst|acl_iface|mm_interconnect_6|acl_memory_bank_divider_0_bank1_agent                                                                                                                                                                                                                                                   ; 1279  ; 32             ; 147          ; 32             ; 1167   ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
